Host   Node   Slot  Product  Version   Location
14458   4322   2       MSRV  103.03    MINNEAPOLIS,MN
14459   2230   1       ISCS    6.40    DULUTH,GA
14461  11062   1       SDLC    0.00    TORONTO,ON
14463  11062   1       SDLC    0.00    TORONTO,ON
14464   3301   1       XCOM    0.00    DORAVILLE,GA
14471   7425   0        TII  105.35    ROTTERDAM,
14471   7425  FF       I2IS    7.03    ROTTERDAM,
14472   7443  FF       I2IS    7.03    ROTTERDAM,
14472   7443   0        TII  105.35    ROTTERDAM,
14473  12535   1       XCOM  104.05    HONOLULU,HI
14474  12216   1       XCOM  104.03    SEATTLE,WA
14475  11335   1       XCOM  104.03    NEW YORK,NY
14476  12162  FF       I2IS    7.03    ROTTERDAM,
14476  12162   0        TII  105.35    ROTTERDAM,
14477  12756   0        TII  105.22    HAZELWOOD,MO
14477  12756  FF       I2IS    7.03    HAZELWOOD,MO
14478   2736   0        TII  105.35    BROOKFIELD,WI
14478   2736  FF       I2IS    7.03    BROOKFIELD,WI
14479   4113   0        TII  105.22    BROOKFIELD,WI
14479   4113  FF       I2IS    7.03    BROOKFIELD,WI
14480   4164   0        TII  105.22    HAZELWOOD,MO
14480   4164  FF       I2IS    7.04    HAZELWOOD,MO
14481   4165   0        TII  105.61    CHICAGO,IL
14481   4165  FF       I2IS   13.02    CHICAGO,IL
14482   6723   0        TII  105.61    CHICAGO,IL
14482   6723  FF       I2IS   13.02    CHICAGO,IL
14483  10462  FF       I2IS    0.00    CHICAGO,IL
14484  11141   2       XCOM  104.03    AMSTERDAM,
14485   2442  FF       I2IS   13.02    CHICAGO,IL
14485   2442   0        TII  105.61    CHICAGO,IL
14486   2460  FF       I2IS   13.02    CHICAGO,IL
Host   Node   Slot  Product  Version   Location
14486   2460   0        TII  105.61    CHICAGO,IL
14487  13022  FF       I2IS   11.33    PISCATAWAY,NJ
14487  13022   0        TII  105.35    PISCATAWAY,NJ
14488   3552  FF       I2IS   13.02    CHICAGO,IL
14488   3552   0        TII  105.61    CHICAGO,IL
14490   6307   1       ISCS    6.40    BALTIMORE,MD
14491   4331   2        XPC  101.05    NASHVILLE,TN
14492   2725   1       XCOM  105.10    SAN FRANCISCO,CA
14493   3765  FF       I2IS    7.04    CHARLOTTE,NC
14493   3765   0        TII  105.22    CHARLOTTE,NC
14494   4022  FF       I2IS    7.04    CHARLOTTE,NC
14494   4022   0        TII  105.22    CHARLOTTE,NC
14495   5134  FF       I2IS   13.02    CHARLOTTE,NC
14495   5134   0        TII  105.61    CHARLOTTE,NC
14496   5135  FF       I2IS    7.04    CHARLOTTE,NC
14496   5135   0        TII  105.22    CHARLOTTE,NC
14497  10025   0        TII  105.61    CHARLOTTE,NC
14497  10025  FF       I2IS   13.02    CHARLOTTE,NC
14498  10573  FF       I2IS    7.04    CHARLOTTE,NC
14498  10573   0        TII  105.22    CHARLOTTE,NC
14499  11200   0        TII  105.22    CHARLOTTE,NC
14499  11200  FF       I2IS    7.04    CHARLOTTE,NC
14500  11070   0        TII  105.35    BRAY,
14500  11070  FF       I2IS   11.33    BRAY,
14501  12565   2       XCOM    0.00    SILVER SPRING,MD
14502  13102   1       XCOM  104.03    PEORIA,IL
14504  11031   2       XCOM  104.03    SPOKANE,WA
14505  12365   2       XCOM  104.03    PARRAMATTA,
14506   3024   2       XCOM    0.00    NASHUA,NH
14506   3474   2       XCOM    0.00    NASHUA,NH
14507   3474   1       XCOM    0.00    NASHUA,NH
14508  12142   1       XCOM  104.03    PEORIA,IL
14509   7233   1       XCOM  104.03    MINNEAPOLIS,MN
14510  12676   2       XCOM  104.03    ESCHBORN,
14512  11642   0        TII  105.22    CHARLOTTE,NC
14512  11642  FF       I2IS    7.04    CHARLOTTE,NC
14513   3265   1       XCOM  105.10    DALLAS,TX
14515   6027  FF       I2IS    7.04    ARLINGTON,VA
14515   6027   0        TII  105.22    ARLINGTON,VA
14516   4576   3       XCOM  104.03    SAN JOSE,CA
14517   5410   2       XCOM  104.03    MINNEAPOLIS,MN
14518   5410   2       XCOM  104.03    MINNEAPOLIS,MN
14519   6517   2       ACOM  103.01    ST.-QUENTIN,
14521  12663  FF       I2IS    7.03    ROMAINVILLE,
14521  12663   0        TII  105.35    ROMAINVILLE,
14522  12663   1       SNAH    3.03    ROMAINVILLE,
14523  12515   1       XCOM  104.03    JACKSONVILLE,FL
14528   3440   2       XCOM    0.00    FAIRFAX,VA
14529   4055   2       XCOM  105.10    BOSTON,MA
14531   5101  FF       I2IS    7.04    NORRISTOWN,PA
14531   5101   0        TII  105.22    NORRISTOWN,PA
14532   5522   0        TII  105.35    NORRISTOWN,PA
14532   5522  FF       I2IS    7.03    NORRISTOWN,PA
14533   6367  FF       I2IS   11.33    RICHMOND,VA
14533   6367   0        TII  105.35    RICHMOND,VA
14535   6700   0        TII  105.22    PITTSBURGH,PA
14535   6700  FF       I2IS    7.04    PITTSBURGH,PA
14536   5432   1       ISCS  106.03    LONDON,
14537  13023   1       ISCS  106.03    LONDON,
Host   Node   Slot  Product  Version   Location
14539  13347   0        TII  105.22    FREMONT,CA
14539  13347  FF       I2IS    7.04    FREMONT,CA
14544  10110   3       XCOM  104.03    NEWARK,NJ
14545  11567   3       MSRV  101.20    CHICAGO,IL
14547  10354   3       MSRV  101.12    FARMINGTON HILLS,MI
14548  10354   3       MSRV  101.12    FARMINGTON HILLS,MI
14554  11365   1       XCOM  104.03    BOULDER CITY,NV
14555  11122   2       XCOM  104.03    EL PASO,TX
14558  12605  10       XCOM    0.00    LONDON,
14559  12605  12       XCOM    0.00    LONDON,
14560  10106  10       XCOM    0.00    LONDON,
14561  12606  10       XCOM    0.00    LONDON,
14562  12606  12       XCOM    0.00    LONDON,
14563  10106  12       XCOM    0.00    LONDON,
14568   2212   1       XCOM  104.03    NEW YORK,NY
14569  13072   2       XCOM  104.03    READING,
14571   7077   2       XCOM  104.03    READING,
14572   3273   0        TII  105.35    GLASGOW,
14572   3273  FF       I2IS   11.33    GLASGOW,
14573   4670  FF       I2IS    7.03    GLASGOW,
14573   4670   0        TII  105.35    GLASGOW,
14574   3273   1       XCOM  104.03    GLASGOW,
14577  12360   0        TII  105.35    BROOMALL,PA
14577  12360  FF       I2IS   11.01    BROOMALL,PA
14578  12360   1       XCOM  104.03    BROOMALL,PA
14579  12360   2       SNAH    3.03    BROOMALL,PA
14580  12360   3       CMTI  107.04    BROOMALL,PA
14581   7462   3       MSRV    3.03    SAN FRANCISCO,CA
14582  11763   3       XCOM  104.05    OTTAWA,ON
14583  12361  FF       I2IS   11.33    DENVER,CO
14583  12361   0        TII  105.35    DENVER,CO
14584  11156   0        TII  105.35    FAIRFAX,VA
14584  11156  FF       I2IS   11.33    FAIRFAX,VA
14585   4010   2       MSRV    3.03    NEW YORK,NY
14586   4645   2    UNREPOR  106.03    WEBSTER,NY
14587   3362   0        TII  105.35    DENVER,CO
14587   3362  FF       I2IS   11.33    DENVER,CO
14588   2342   1       XCOM  104.03    NEW YORK,NY
14589   7535   3       XCOM  104.03    VERNON,CA
14590  12066   0        TII  105.35    NASHVILLE,TN
14590  12066  FF       I2IS   11.33    NASHVILLE,TN
14592  10274  FF       I2IS   11.33    TUCSON,AZ
14592  10274   0        TII  105.35    TUCSON,AZ
14593   2770   0        TII  105.35    TUCSON,AZ
14593   2770  FF       I2IS   11.33    TUCSON,AZ
14594   3056  FF       I2IS    0.00    BREMERHAVEN,
14596  12740   5       MSRV    0.00    SAN ANTONIO,TX
14597  12740   4       MSRV    0.00    SAN ANTONIO,TX
14600   3650   0        TII  105.35    CHICAGO,IL
14600   3650  FF       I2IS   11.33    CHICAGO,IL
14601   4747   0        TII  105.35    CHICAGO,IL
14601   4747  FF       I2IS   11.33    CHICAGO,IL
14602  12033   2       XCOM  104.03    ST.-QUENTIN,
14603   6027   1       XCOM  104.03    ARLINGTON,VA
14604  11464   2       XCOM  104.03    MEYRIN,
14605  10756   1       XCOM  104.03    DALLAS,TX
14606   5420   0        TII  105.61    NEWARK,NJ
14606   5420  FF       I2IS   13.02    NEWARK,NJ
14607   6665  FF       I2IS   13.02    NEW YORK,NY
Host   Node   Slot  Product  Version   Location
14607   6665   0        TII  105.61    NEW YORK,NY
14611   6725  FF       I2IS   11.01    HAMILTON,
14611   6725   0        TII  105.22    HAMILTON,
14612   7302  FF       I2IS   11.33    SAN FRANCISCO,CA
14612   7302   0        TII  105.35    SAN FRANCISCO,CA
14613   7320   0        TII  105.35    SAN FRANCISCO,CA
14613   7320  FF       I2IS   11.33    SAN FRANCISCO,CA
14614   7346  FF       I2IS   13.02    SAN FRANCISCO,CA
14614   7346   0        TII  105.61    SAN FRANCISCO,CA
14615   6725   1       XCOM  104.03    HAMILTON,
14616   7703   0        TII  105.35    VERNON,CA
14616   7703  FF       I2IS   11.33    VERNON,CA
14617  10250  FF       I2IS   11.33    VERNON,CA
14617  10250   0        TII  105.35    VERNON,CA
14618  10430   0        TII  105.61    VERNON,CA
14618  10430  FF       I2IS   13.02    VERNON,CA
14619  13350  FF       I2IS    7.04    FREMONT,CA
14619  13350   0        TII  105.22    FREMONT,CA
14620   5643   1       XCOM  104.03    HAZELWOOD,MO
14621  11775   3       XCOM  104.03    NEWPORT BEACH,CA
14622   2333   3       T2G2    0.00    FREMONT,CA
14623  10350   3       T2G2    0.00    FREMONT,CA
14624  10526  FF       I2IS   13.02    HOUSTON,TX
14624  10526   0        TII  105.61    HOUSTON,TX
14625  11367   2       TNTH    7.02    ROCKVILLE,MD
14626  10721  FF       T2G2    0.00    FREMONT,CA
14627  11050  FF       T2G2    0.00    FREMONT,CA
14628   5670   2       XCOM  104.03    MISSION,KS
14629  11070   1       ISCS    6.40    BRAY,
14630   5432   2       XCOM  104.03    LONDON,
14631  11447  FF       I2IS   13.02    SEATTLE,WA
14631  11447   0        TII  105.61    SEATTLE,WA
14632   2235  FF       I2IS   11.33    SEATTLE,WA
14632   2235   0        TII  105.35    SEATTLE,WA
14633   2331   0        TII  105.35    SEATTLE,WA
14633   2331  FF       I2IS   11.33    SEATTLE,WA
14634   5201  FF       I2IS   11.33    GREENVILLE,SC
14634   5201   0        TII  105.35    GREENVILLE,SC
14636   7262  FF       I2IS   13.02    BUFFALO,NY
14636   7262   0        TII  105.61    BUFFALO,NY
14637   4310  FF       I2IS   13.02    CARSON CITY,NV
14637   4310   0        TII  105.61    CARSON CITY,NV
14638   3750   1       XCOM    0.00    LITTLETON,MA
14639   7272  FF       I2IS   11.33    GREENVILLE,SC
14639   7272   0        TII  105.35    GREENVILLE,SC
14640  13351   0        TII  105.22    FREMONT,CA
14640  13351  FF       I2IS    7.04    FREMONT,CA
14643   5417   1    UNREPOR  106.03    MARSEILLE,
14644   5376   1       XCOM    0.00    NEW YORK,NY
14645   6027   2       XCOM  104.03    ARLINGTON,VA
14646  12644   1       SNAH    3.03    VERNON,CA
14647   6733   1       CMTI  107.04    VERNON,CA
14648   4661  FF       I2IS   11.33    SAN JOSE,CA
14648   4661   0        TII  105.35    SAN JOSE,CA
14649   7100  FF       I2IS   13.02    SAN JOSE,CA
14649   7100   0        TII  105.61    SAN JOSE,CA
14650   2156   0        TII  105.35    DALLAS,TX
14650   2156  FF       I2IS   11.33    DALLAS,TX
14651   4343  FF       I2IS   11.33    DALLAS,TX
Host   Node   Slot  Product  Version   Location
14651   4343   0        TII  105.35    DALLAS,TX
14652   7247   0        TII  105.35    SAN ANTONIO,TX
14652   7247  FF       I2IS   11.33    SAN ANTONIO,TX
14653   7524  FF       I2IS   11.33    SAN ANTONIO,TX
14653   7524   0        TII  105.35    SAN ANTONIO,TX
14654   5663   1       XCOM    0.00    SAN JOSE,CA
14655   2743   0        TII  105.35    JACKSON,MS
14655   2743  FF       I2IS   11.33    JACKSON,MS
14656   4454   0        TII  105.35    JACKSON,MS
14656   4454  FF       I2IS   11.33    JACKSON,MS
14657   7200   2       XCOM  104.03    BROMMA,
14659  13200   1       XCOM  104.03    BERKELEY HEIGHTS,NJ
14660  13200   1       XCOM  104.03    BERKELEY HEIGHTS,NJ
14661  13200   1       XCOM  104.03    BERKELEY HEIGHTS,NJ
14663  13201   1       XCOM    0.00    BERKELEY HEIGHTS,NJ
14664  13201   1       XCOM    0.00    BERKELEY HEIGHTS,NJ
14665  13201   1       XCOM    0.00    BERKELEY HEIGHTS,NJ
14668  12567   3       XCOM  104.03    LONDON,
14669   5432   2       XCOM  104.03    LONDON,
14670  12623   2       T2G2  305.22    BIRMINGHAM,
14671  11017   1       XCOM  104.03    HOUSTON,TX
14673   4620   0        TII  105.35    MINNEAPOLIS,MN
14673   4620  FF       I2IS   11.33    MINNEAPOLIS,MN
14674   5770   0        TII  105.35    MINNEAPOLIS,MN
14674   5770  FF       I2IS   11.33    MINNEAPOLIS,MN
14675   7246  FF       I2IS    7.04    SAN FRANCISCO,CA
14675   7246   0        TII  105.22    SAN FRANCISCO,CA
14676   6021  FF       I2IS   11.33    BOSTON,MA
14676   6021   0        TII  105.35    BOSTON,MA
14677   6577  FF       I2IS   11.33    BOSTON,MA
14677   6577   0        TII  105.35    BOSTON,MA
14679   3271   2       XCOM  104.03    DURHAM,NC
14680   7520   0        TII  105.35    DORAVILLE,GA
14680   7520  FF       I2IS   11.33    DORAVILLE,GA
14681  10217   0        TII  105.35    DORAVILLE,GA
14681  10217  FF       I2IS   11.33    DORAVILLE,GA
14682  12166   1       SNAH    3.03    SAN DIEGO,CA
14683  12165   1       CMTI  107.04    SAN DIEGO,CA
14684  12165   2       MSRV  101.12    SAN DIEGO,CA
14685  10361  FF       I2IS    0.00    FAIRFAX,VA
14686  11277  FF       I2IS    0.00    FAIRFAX,VA
14687  11646  FF       I2IS   11.33    HAZELWOOD,MO
14687  11646   0        TII  105.35    HAZELWOOD,MO
14688  12063   0        TII  105.35    HAZELWOOD,MO
14688  12063  FF       I2IS   11.33    HAZELWOOD,MO
14689   6326   3       SDLC    2.04    CHICAGO,IL
14690  12646   1    UNREPOR    2.04    VERNON,CA
14691  12646   1    UNREPOR    2.04    VERNON,CA
14692  10324   3       SDLC    2.04    VERNON,CA
14693  13210  FF        TII    0.00    GLASGOW,
14694  13211  FF       I2IS   11.33    MISSION,KS
14694  13211   0        TII  105.61    MISSION,KS
14695  13212  FF       I2IS   11.33    MISSION,KS
14695  13212   0        TII  105.35    MISSION,KS
14696  13213   0        TII  105.61    EDMONTON,AB
14696  13213  FF       I2IS   13.02    EDMONTON,AB
14697   5432   3       XCOM  104.03    LONDON,
14698  11462   1       XCOM  104.03    READING,
14699  11462   1       XCOM  104.03    READING,
Host   Node   Slot  Product  Version   Location
14701  13213   1       ISCS    6.40    EDMONTON,AB
14702   3562   1       ONTM    0.00    SURESNES,
14703  13214  FF       I2IS   11.33    INDIANAPOLIS,IN
14703  13214   0        TII  105.35    INDIANAPOLIS,IN
14707  13216   0        TII  105.35    VINELAND,NJ
14707  13216  FF       I2IS   11.33    VINELAND,NJ
14708  13216   1       ISCS    6.40    VINELAND,NJ
14709  13217  FF       I2IS    0.00    FRANKFURT,
14710  13220  FF       I2IS    0.00    MAINZ,
14711  13221  FF       I2IS    0.00    WIESBADEN,
14712  13222  FF       I2IS    0.00    WILDFLECKEN,
14713  13217   2       ISCS    0.00    FRANKFURT,
14714  13217   1       XCOM    0.00    FRANKFURT,
14715  13220   1       XCOM    0.00    MAINZ,
14716  13220   2       ISCS    0.00    MAINZ,
14717  13221   1       XCOM    0.00    WIESBADEN,
14718  13221   2    UNREPOR    0.00    WIESBADEN,
14719  13222   1       XCOM    0.00    WILDFLECKEN,
14720  13222   2       ISCS    0.00    WILDFLECKEN,
14721  13253  FF       I2IS   11.33    ORLANDO,FL
14721  13253   0        TII  105.35    ORLANDO,FL
14722   3214   2       XCOM  104.03    DENVER,CO
14723  10415   1       SNAH    3.03    TUCSON,AZ
14724   4247   3       CMTI  107.04    TUCSON,AZ
14726  13223   0        TII  105.22    FRANKFURT,
14726  13223  FF       I2IS    7.04    FRANKFURT,
14727  13224  FF       I2IS    7.04    FRANKFURT,
14727  13224   0        TII  105.22    FRANKFURT,
14728  13225   0        TII  105.35    GREENSBORO,NC
14728  13225  FF       I2IS   11.33    GREENSBORO,NC
14729  13226   0        TII  105.35    NEWARK,NJ
14729  13226  FF       I2IS   11.33    NEWARK,NJ
14730  13227  FF       I2IS   11.33    NEWARK,NJ
14730  13227   0        TII  105.35    NEWARK,NJ
14731   4565   1       XCOM  104.03    NEWPORT BEACH,CA
14732  13456   1       XCOM    0.00    TORONTO,ON
14733   3772   5       XCOM  103.01    DALLAS,TX
14734  13230   0        TII  105.35    MIAMI,FL
14734  13230  FF       I2IS   11.33    MIAMI,FL
14735  13231  FF       I2IS   11.33    HEMPSTEAD,NY
14735  13231   0        TII  105.35    HEMPSTEAD,NY
14736  13232  FF       I2IS   11.33    COLUMBUS,OH
14736  13232   0        TII  105.35    COLUMBUS,OH
14737  13233   0        TII  105.35    NEW YORK,NY
14737  13233  FF       I2IS   11.33    NEW YORK,NY
14738  13234  FF       I2IS   11.33    NEW YORK,NY
14738  13234   0        TII  105.35    NEW YORK,NY
14739  13235  FF       I2IS   11.33    NEW YORK,NY
14739  13235   0        TII  105.35    NEW YORK,NY
14740  13236   0        TII  105.35    NEW YORK,NY
14740  13236  FF       I2IS   11.33    NEW YORK,NY
14741   2157   3       XCOM  104.03    MIAMI,FL
14742  13237  FF       I2IS   11.33    PROVIDENCE,RI
14742  13237   0        TII  105.35    PROVIDENCE,RI
14743  13240  FF       I2IS   11.33    TAMPA,FL
14743  13240   0        TII  105.35    TAMPA,FL
14746  13242  FF       I2IS   11.33    MORRISTOWN,NJ
14746  13242   0        TII  105.35    MORRISTOWN,NJ
14747  10332   2      TINET    3.04    NEW YORK,NY
Host   Node   Slot  Product  Version   Location
14748   7772   1       ISCS  106.03    NEWARK,NJ
14749  13354   0        TII  105.35    CHICO,CA
14749  13354  FF       I2IS   11.33    CHICO,CA
14750   6765   2       XCOM  105.10    FAIRFAX,VA
14751  13355   0        TII  105.22    PASCAGOULA,MS
14751  13355  FF       I2IS    7.04    PASCAGOULA,MS
14752  13244   0        TII  105.35    PUEBLO,CO
14752  13244  FF       I2IS   11.33    PUEBLO,CO
14753  13244   1       ISCS    6.40    PUEBLO,CO
14755  12406   1       XCOM  300.55    NEW YORK,NY
14756  13245  FF       I2IS   11.33    NORRISTOWN,PA
14756  13245   0        TII  105.35    NORRISTOWN,PA
14757   3271   1       XCOM  104.03    DURHAM,NC
14758  13246  FF       I2IS   11.33    SALT LAKE CITY,UT
14758  13246   0        TII  105.35    SALT LAKE CITY,UT
14762   2172   3      TINET    3.04    TOLEDO,OH
14768   2645   3       SDLC    2.04    FAIRFAX,VA
14769   6137   2    UNREPOR    2.04    NEW YORK,NY
14770   6137   2    UNREPOR    2.04    NEW YORK,NY
14772   7245   2       CMTI  107.04    SAN JOSE,CA
14773  12464   2       SDLC    2.04    ORLANDO,FL
14774  12464   2       SDLC    2.04    ORLANDO,FL
14775  13254   1       ISCS  106.03    AURORA,CO
14776  13255   1       ISCS  106.03    AURORA,CO
14778  13257   0        TII  105.61    BALTIMORE,MD
14778  13257  FF       I2IS   13.02    BALTIMORE,MD
14780  13263   1       ISCS  106.03    PARIS,
14781  13263   2       BBXS  107.01    PARIS,
14782   4370   1       XCOM    0.00    SURESNES,
14783  13264   1       XCOM    0.00    HOHENFELS,
14784  13264   2       ISCS    0.00    HOHENFELS,
14789  13267   1       XCOM    0.00    PIRMASENS,
14790  13267   2    UNREPOR    0.00    PIRMASENS,
14791  13270   1       XCOM    0.00    SCHINNEN,
14792  13270   2    UNREPOR    0.00    SCHINNEN,
14793  13271   1       XCOM    0.00    ZWEIBRUECKEN,
14794  13271   2    UNREPOR    0.00    ZWEIBRUECKEN,
14795  10177   2       XCOM  104.03    NEW YORK,NY
14796   6146   2       XCOM  104.03    NEW YORK,NY
14797   6137   1       XCOM  104.03    NEW YORK,NY
14798  13275   0        TII  105.22    PORTLAND,OR
14798  13275  FF       I2IS   11.33    PORTLAND,OR
14800  12125   1       XCOM  104.03    SANTA BARBARA,CA
14801   6027   1       XCOM  104.03    ARLINGTON,VA
14803   2476   1       XCOM  104.03    SAN JOSE,CA
14804  10700   1       XCOM  104.03    OMAHA,NE
14805  12354  10       XCOM    0.00    CHICAGO,IL
14806  13276   0        TII  105.35    SCHAUMBURG,IL
14806  13276  FF       I2IS    7.03    SCHAUMBURG,IL
14807  13277  FF       I2IS    7.03    SCHAUMBURG,IL
14807  13277   0        TII  105.35    SCHAUMBURG,IL
14809  13277   1       XCOM  104.03    SCHAUMBURG,IL
14810  12255   1       XCOM  104.03    POUGHKEEPSIE,NY
14811  13300  FF       I2IS   11.33    NEW ORLEANS,LA
14811  13300   0        TII  105.35    NEW ORLEANS,LA
14812  13301  FF       I2IS   11.33    NEW ORLEANS,LA
14812  13301   0        TII  105.35    NEW ORLEANS,LA
14813  13166   1       XCOM  104.03    READING,
14814  12577   2       XCOM  104.03    SHREVEPORT,LA
Host   Node   Slot  Product  Version   Location
14815  13303  FF       I2IS   13.02    CARBONDALE,IL
14815  13303   0        TII  105.61    CARBONDALE,IL
14816   6765   2       XCOM  105.10    FAIRFAX,VA
14817  13303   1       ISCS    6.40    CARBONDALE,IL
14818   4151   2       XCOM  104.03    FREMONT,CA
14819   3271   3       XCOM  104.03    DURHAM,NC
14821   7245   1       ACOM  104.05    SAN JOSE,CA
14823  12567   1       XCOM  104.03    LONDON,
14824  13004   3        MUX    4.01    BIRMINGHAM,
14826  13313  FF       I2IS   11.01    MIAMISBURG,OH
14826  13313   0        TII  105.22    MIAMISBURG,OH
14827  13314   0        TII  105.35    MYERSVILLE,MD
14827  13314  FF       I2IS   11.33    MYERSVILLE,MD
14828  13313   1       BBXS  107.01    MIAMISBURG,OH
14829  13313   2       XCOM  104.03    MIAMISBURG,OH
14830  13313   3       XCOM  104.03    MIAMISBURG,OH
14832   5205   2       XCOM  104.03    VALKENSWAARD,
14834   3730   1    UNREPOR    2.04    COPENHAGEN,
14836   4370   2       XCOM    0.00    SURESNES,
14837  11763   0        TII  105.61    OTTAWA,ON
14837  11763  FF       I2IS   13.02    OTTAWA,ON
14838  12372  FF       I2IS   13.02    OTTAWA,ON
14838  12372   0        TII  105.61    OTTAWA,ON
14839   5433   3       XCOM  104.03    OKLAHOMA CITY,OK
14840   5655   2        MUX    4.01    MEYRIN,
14841  12741   1       XCOM  104.03    MONTGOMERY,AL
14842   6027   1       XCOM  104.03    ARLINGTON,VA
14843  13325   0        TII  105.35    DALLAS,TX
14843  13325  FF       I2IS   11.33    DALLAS,TX
14844  13325   1       XCOM  300.55    DALLAS,TX
14845  13325   1       XCOM  300.55    DALLAS,TX
14846  13325   1       XCOM  300.55    DALLAS,TX
14847  13334   1    UNREPOR  106.03    BLAGNAC,
14854   4103   2       XCOM  104.03    NEWARK,NJ
14855   6027   1       XCOM  104.03    ARLINGTON,VA
14856   6027   1       XCOM  104.03    ARLINGTON,VA
14857   6027   1       XCOM  104.03    ARLINGTON,VA
14858  12666   1       XCOM  104.03    SAN FRANCISCO,CA
14859  12666   1       XCOM  104.03    SAN FRANCISCO,CA
14860  12667   1       XCOM  104.03    SAN FRANCISCO,CA
14861  12667   1       XCOM  104.03    SAN FRANCISCO,CA
14865  10514   3       MSRV  103.03    BOSTON,MA
14867  13354   1       ISCS    6.40    CHICO,CA
14871  13361   0        TII  105.22    DUNDAS,ON
14871  13361  FF       I2IS    7.04    DUNDAS,ON
14872  12566   4       XCOM  104.03    LONDON,
14872   3241   4       XCOM  104.03    EALING,
14873   2056   1       XCOM  104.03    NEWARK,NJ
14874   3632   1       XCOM  104.03    BLOOMFIELD,CT
14876  13362   0        TII  105.61    DUNDAS,ON
14876  13362  FF       I2IS   13.02    DUNDAS,ON
14881  13365   0        TII  105.35    PASCAGOULA,MS
14881  13365  FF       I2IS   11.33    PASCAGOULA,MS
14882  13365   1       ISCS    6.40    PASCAGOULA,MS
14883  13366  FF       I2IS    7.03    AURORA,CO
14883  13366   0        TII  105.22    AURORA,CO
14884  13367  FF       I2IS    7.03    AURORA,CO
14884  13367   0        TII  105.22    AURORA,CO
14885  13366   1       ISCS  106.03    AURORA,CO
Host   Node   Slot  Product  Version   Location
14886  13367   1       ISCS  106.03    AURORA,CO
14889   2362   2       XCOM  104.03    MADISON,WI
14891  12527   4       SDLC    0.00    TORONTO,ON
14892  12527   4       SDLC    0.00    TORONTO,ON
14893   6027   1       XCOM  104.03    ARLINGTON,VA
14894   6425   4       MSRV  103.03    NORRISTOWN,PA
14895   4322   2       MSRV  103.03    MINNEAPOLIS,MN
14896   3771   2       XCOM  104.03    SALT LAKE CITY,UT
14897   2664   3       XCOM  104.03    NEW YORK,NY
14898  12365   3       XCOM  104.03    PARRAMATTA,
14899   6256   2       XCOM  104.03    FAIRFAX,VA
14907   3773   1       XCOM  104.03    PANAMA CITY,
14908   3773   1       XCOM  104.03    PANAMA CITY,
14909   5052   2       ACOM    2.03    HONOLULU,HI
14910   3537   1       MSRV    3.03    FREMONT,CA
14912  12175   1       XCOM  104.03    CARSON CITY,NV
14917   2103  FF       I2IS    0.00    ANSBACH,
14918   2416  FF       I2IS    0.00    ASCHAFFENBERG,
14920  13405  FF       I2IS    0.00    BAMBERG,
14921   5162   2       XCOM  104.03    SALT LAKE CITY,UT
14922  13406  FF       I2IS    0.00    GARMISCH,
14924  13410  FF       I2IS    0.00    HEILBRONN,
14925  13411  FF       I2IS    0.00    WUERZBURG,
14926  13412  FF       I2IS    0.00    SCHWEINFURT,
14927   2103   1       XCOM    0.00    ANSBACH,
14928   2103   2    UNREPOR    0.00    ANSBACH,
14931  13405   1       XCOM    0.00    BAMBERG,
14932  13405   2    UNREPOR    0.00    BAMBERG,
14933  13406   1       XCOM    0.00    GARMISCH,
14934  13406   2    UNREPOR    0.00    GARMISCH,
14935  10773   3       XCOM    0.00    ANSBACH,
14937  13410   1       XCOM    0.00    HEILBRONN,
14938  13410   2    UNREPOR    0.00    HEILBRONN,
14939  13412   1       XCOM    0.00    SCHWEINFURT,
14940  13412   2    UNREPOR    0.00    SCHWEINFURT,
14941  13411   1       XCOM    0.00    WUERZBURG,
14942  13411   2       ISCS    0.00    WUERZBURG,
14943  11225   3       XCOM  104.03    LONDON,
14944   6026  FF       I2IS   13.02    EAGAN,MN
14944   6026   0        TII  105.61    EAGAN,MN
14945   6026   1       XCOM  104.05    EAGAN,MN
14946  12177   1       SNAH    3.03    FAIRFAX,VA
14947   5424   3       CMTI  107.04    FAIRFAX,VA
14949   2065   1       XCOM  104.03    BALTIMORE,MD
14950  12334   2       XCOM  104.03    MIDLAND,TX
14951   7576   0        TII  105.22    DURHAM,NC
14951   7576  FF       I2IS    7.04    DURHAM,NC
14954   6647   1    UNREPOR    2.00    DORAVILLE,GA
14955  10417   1       XCOM  104.03    TUCSON,AZ
14956  12255   1       XCOM  104.03    POUGHKEEPSIE,NY
14957   7462   1       ISCS  106.03    SAN FRANCISCO,CA
14958  12201   1       XCOM  104.03    FAIRFAX,VA
14959   7551   2       XCOM    0.00    MIAMI,FL
14960   3730   2       XCOM  104.03    COPENHAGEN,
14961  11175   0        TII  105.35    EALING,
14961  11175  FF       I2IS   11.33    EALING,
14962   2121   0        TII  105.35    EALING,
14962   2121  FF       I2IS    7.03    EALING,
14963   2160   1       XCOM  104.03    DALLAS,TX
Host   Node   Slot  Product  Version   Location
14964  10531   1       TRSW   12.43    FREMONT,CA
14965  10531   2       TRSW   12.43    FREMONT,CA
14966   7772   1       ISCS  106.03    NEWARK,NJ
14969   3544   0        TII  105.22    PHOENIX,AZ
14969   3544  FF       I2IS    7.04    PHOENIX,AZ
14970  13416   0        TII  105.22    PHOENIX,AZ
